300,0.18,0.13,-1.25,17.94,51.7,-127.08
301,0.12,0,-1.24,16.66,24.29,-142.52
302,0.09,-0.15,-1.24,12.57,-7.63,-150.63
303,0.08,-0.23,-1.23,9.83,-44.37,-156.56
304,0.11,-0.23,-1.22,12.33,-83.37,-158.69
305,0.18,-0.24,-1.19,15.44,-122.31,-155.94
306,0.25,-0.28,-1.1,14.95,-161.62,-153.08
307,0.35,-0.26,-1.08,13.67,-202.45,-155.21
308,0.48,-0.27,-1.08,9.7,-239.32,-162.35
309,0.57,-0.34,-0.95,-1.53,-272.34,-176.94
310,0.56,-0.33,-0.85,-17.88,-309.63,-202.7
311,0.59,-0.29,-0.69,-30.27,-351.68,-234.68
312,0.66,-0.27,-0.46,-25.39,-395.51,-266.17
313,0.67,-0.31,-0.23,9.16,-442.26,-295.04
314,0.75,-0.44,-0.01,64.88,-490.84,-320.31
315,0.88,-0.59,0.23,105.71,-537.11,-344.18
316,0.86,-0.89,0.54,116.33,-576.23,-369.26
317,0.76,-1.26,0.97,114.87,-607.42,-393.68
318,0.62,-1.17,1.09,122.74,-628.05,-401.79
319,0.76,-1.57,1.27,104.06,-625.43,-385.25
320,0.5,-1.64,1.7,80.08,-593.57,-353.52
321,0.35,-1.36,1.47,96.62,-529.79,-274.84
322,0.38,-1.78,1.74,101.75,-422.49,-156.8
323,0.09,-2.14,2.09,100.22,-319.46,-75.93
324,0.01,-2.34,2.06,79.53,-260.13,-52.67
325,0,-2.28,1.91,22.28,-232.73,-70.8
326,-0.03,-2.15,1.87,-45.1,-219.85,-92.35
327,-0.16,-2.2,1.94,-79.22,-219.91,-98.27
328,-0.26,-2.07,1.95,-66.89,-226.44,-83.98
329,-0.21,-1.88,1.91,-25.57,-217.16,-36.62
330,-0.2,-1.83,1.97,2.99,-183.9,26.61
331,-0.24,-1.78,2.05,11.05,-142.09,70.98
332,-0.24,-1.57,2.09,11.47,-102.84,92.16
333,-0.18,-1.37,2.1,12.45,-65.73,102.72
334,-0.15,-1.21,2.1,17.03,-31.13,106.32
335,-0.13,-1.08,2.11,32.17,-2.5,105.35
336,-0.08,-0.94,2.08,55.79,18.74,104.31
337,-0.01,-0.85,2.04,77.76,37.23,104.37
338,0.05,-0.74,1.99,95.03,57.62,103.27
339,0.13,-0.62,1.87,99.91,81.42,100.28
340,0.18,-0.55,1.78,78.49,109.19,92.71
341,0.2,-0.45,1.71,38.7,136.23,77.94
342,0.26,-0.33,1.59,-6.23,160.89,55.66
343,0.32,-0.2,1.48,-39.98,185.06,28.87
344,0.32,-0.12,1.42,-57.43,207.46,1.53
345,0.33,-0.03,1.27,-56.95,227.17,-23.62
346,0.32,-0.01,1.15,-41.08,247.38,-43.95
347,0.31,0.05,1.07,-28.93,265.99,-61.04
348,0.29,0.07,0.97,-36.44,279.79,-75.32
349,0.28,0.1,0.88,-51.39,290.95,-89.36
350,0.23,0.11,0.88,-63.78,299.74,-104
351,0.18,0.12,0.85,-65.86,304.02,-118.1
352,0.09,0.03,0.79,-56.34,307.19,-130.07
353,0.05,-0.12,0.64,-49.44,314.21,-140.81
354,0.1,-0.34,0.57,-54.63,329.16,-151.61
355,0.12,-0.58,0.52,-80.57,349.79,-164.67
356,0.29,-0.87,0.49,-115.48,373.96,-179.14
357,0.53,-1.25,0.37,-136.6,401.98,-192.87
358,0.72,-1.63,0.15,-123.72,434.33,-195.98
359,0.79,-2.13,-0.04,-88.32,469.91,-173.95
360,0.76,-2.38,-0.22,-69.76,502.32,-132.02
361,1.21,-2.31,-0.26,-115.91,524.54,-80.2
362,1.32,-2.28,-0.2,-213.81,525.88,-15.63
363,1.29,-2.22,-0.25,-305.42,494.26,56.58
364,1.29,-1.96,-0.39,-347.11,434.88,126.89
365,1.26,-1.76,-0.65,-329.1,361.45,194.52
366,1.19,-1.45,-0.8,-261.05,288.94,257.75
367,1.12,-1.22,-0.84,-181.34,224.18,315.86
368,1.06,-1.07,-0.9,-131.65,164.25,360.66
369,0.94,-0.88,-0.92,-108.34,108.34,386.05
370,0.81,-0.69,-0.92,-90.21,55.97,395.63
371,0.71,-0.5,-0.85,-68.79,7.02,392.82
372,0.62,-0.33,-0.8,-48.89,-38.51,380.31
373,0.54,-0.21,-0.76,-34.06,-77.94,359.8
374,0.47,-0.08,-0.71,-26.06,-109.62,333.13
375,0.42,0.03,-0.68,-23.13,-133.36,304.81
376,0.39,0.17,-0.64,-25.57,-150.7,275.21
377,0.42,0.41,-0.59,-36.87,-164.18,246.28
378,0.32,0.54,-0.5,-51.82,-176.64,221.25
379,0.2,0.57,-0.34,-46.57,-191.04,199.4
380,0.17,0.66,-0.19,-17.76,-209.11,179.14
381,0.21,0.85,-0.13,12.88,-228.33,160.71
382,0.19,0.91,-0.15,27.65,-244.87,142.03
383,0.2,0.77,-0.18,27.71,-256.96,111.33
384,0.28,0.73,-0.23,11.96,-266.72,56.64
385,0.35,0.68,-0.26,-16.72,-277.71,-20.87
386,0.41,0.7,-0.28,-32.9,-291.44,-112.3
387,0.53,0.54,-0.13,-27.34,-307.74,-207.46
388,0.59,0.45,0.07,-23.99,-329.47,-302.31
389,0.62,0.44,0.29,-43.21,-355.1,-386.35
390,0.56,0.23,0.57,-62.81,-381.53,-450.13
391,0.54,-0.09,1.07,-58.17,-408.51,-495.3
392,0.43,-0.07,1.43,-38.76,-437.19,-525.39
393,0.27,-0.36,1.77,-32.71,-460.21,-539.12
394,-0.04,-0.34,1.31,-36.07,-458.8,-532.17
395,0.2,-0.62,1.25,-59.63,-396.55,-496.52
396,0.53,-1.15,1.78,-110.78,-284.12,-456.12
397,0.45,-1.82,2.28,-181.21,-177.12,-439.51
398,0.41,-2.41,2.32,-207.7,-105.29,-435.61
399,0.42,-2.54,2.05,-162.72,-49.99,-414.79
400,0.57,-2.61,1.69,-95.34,13.73,-351.2
401,0.55,-2.85,1.49,-13.12,86.06,-252.44
402,0.51,-3.03,1.3,50.78,146.12,-161.25
403,0.37,-3.03,1.01,62.74,182.07,-105.83
404,0.21,-2.85,0.68,47.24,197.08,-75.56
405,0.1,-2.61,0.42,27.47,195.98,-53.1
406,0.01,-2.38,0.2,12.21,181.88,-30.27
407,-0.06,-2.29,-0.02,14.1,158.63,-5.86
408,-0.12,-2.15,-0.16,33.2,132.45,17.03
409,-0.1,-2.06,-0.33,53.34,106.14,40.22
410,-0.08,-2.07,-0.41,67.81,81.48,63.96
411,-0.04,-2.03,-0.49,77.64,58.53,81.97
412,-0.02,-2.01,-0.58,87.22,38.51,97.66
413,-0.01,-2,-0.56,99.49,21.55,117
414,0.05,-2.04,-0.47,101.93,1.89,138.73
415,0.12,-2.06,-0.42,89.66,-23.74,156.43
416,0.17,-2.01,-0.37,68.97,-53.41,168.4
417,0.21,-1.97,-0.27,50.11,-84.78,179.2
418,0.25,-1.88,-0.18,41.26,-114.62,190.8
419,0.31,-1.77,-0.08,43.15,-137.82,206.54
420,0.38,-1.69,0.08,52.31,-153.56,228.33
421,0.42,-1.66,0.31,65.25,-164.67,254.58
422,0.48,-1.54,0.56,80.2,-174.44,281.86
423,0.55,-1.39,0.7,91.74,-181.4,310.61
424,0.66,-1.07,0.79,96.98,-179.26,339.84
425,0.61,-0.88,0.97,101.32,-169.8,364.5
426,0.55,-0.67,1.09,113.71,-160.89,374.57
427,0.57,-0.45,1.14,119.26,-150.51,371.46
428,0.55,-0.3,1.1,106.93,-132.81,361.33
429,0.55,-0.12,1.08,86.36,-106.69,348.08
430,0.55,0.13,1.14,66.65,-76.9,337.34
431,0.47,0.23,1.21,51.51,-53.04,327.09
432,0.48,0.41,1.21,43.82,-39.55,310.36
433,0.46,0.7,1.15,35.1,-32.9,291.81
434,0.38,0.77,1.17,25.57,-30.58,272.46
435,0.32,0.89,1.11,18.62,-33.14,242.61
436,0.32,1,1,10.25,-33.33,204.41
437,0.31,1.14,0.92,-0.73,-26.12,163.57
438,0.28,1.23,0.93,-10.25,-13.73,126.04
439,0.22,1.27,0.92,-13.31,-2.38,91.61
440,0.21,1.32,0.89,-9.34,6.23,59.45
441,0.2,1.36,0.87,-0.06,12.57,29.97
442,0.2,1.38,0.86,9.58,15.14,3.3
443,0.18,1.31,0.86,19.41,13.24,-23.8
444,0.2,1.24,0.91,33.39,6.77,-53.71
445,0.21,1.15,0.94,49.38,-4.15,-85.08
446,0.22,1.05,0.98,64.82,-16.72,-115.42
447,0.21,0.91,1.01,75.5,-27.71,-143.13
448,0.19,0.76,1.03,79.35,-32.96,-168.88
449,0.17,0.55,1.1,75.74,-31.49,-193.48
450,0.12,0.31,1.2,65.8,-27.16,-217.59
451,0.08,0.08,1.29,52.06,-23.38,-239.26
452,0.02,-0.11,1.38,37.84,-20.39,-254.64
453,-0.04,-0.35,1.43,23.01,-16.05,-262.02
454,-0.13,-0.64,1.47,11.41,-6.71,-263.37
455,-0.22,-0.98,1.56,4.52,7.32,-259.4
456,-0.29,-1.4,1.66,-5.98,22.52,-251.53
457,-0.32,-1.8,1.72,-27.16,37.78,-244.08
458,-0.38,-2.1,1.69,-37.48,56.34,-234.07
459,-0.46,-2.38,1.71,-11.6,79.35,-210.45
460,-0.5,-2.6,1.69,34.42,103.15,-166.63
461,-0.52,-2.65,1.53,75.32,127.99,-113.4
462,-0.63,-2.58,1.43,109.86,156.07,-56.4
463,-0.69,-2.39,1.34,120.06,181.76,-5.68
464,-0.65,-2.15,1.14,95.09,203.19,31.01
465,-0.58,-1.89,0.95,58.11,224.49,52.67
466,-0.49,-1.6,0.81,23.62,244.69,63.29
467,-0.43,-1.36,0.68,-6.47,259.46,68.54
468,-0.36,-1.16,0.54,-19.84,267.21,73.3
469,-0.28,-0.97,0.44,-8.06,270.32,81.73
470,-0.23,-0.8,0.36,15.75,270.2,95.52
471,-0.19,-0.66,0.27,37.96,267.88,112.49
472,-0.14,-0.54,0.2,50.17,263.43,129.09
473,-0.09,-0.4,0.12,50.29,256.47,142.15
474,-0.07,-0.24,0.04,42.42,247.25,151.12
475,0,-0.07,-0.06,33.26,235.78,155.76
476,0.07,-0.04,-0.24,33.2,222.84,154.17
477,0.03,0.09,-0.22,41.93,208.74,143.25
478,0.02,0.18,-0.3,35.89,186.1,127.32
479,0.13,0.24,-0.38,16.17,158.51,109.56
480,0.23,0.38,-0.5,-2.5,130.25,91.98
481,0.33,0.47,-0.66,-13.92,102.23,74.95
482,0.4,0.52,-0.71,-13.67,73.61,56.21
483,0.51,0.56,-0.72,-7.93,39,33.33
484,0.65,0.67,-0.76,-11.11,-3.42,7.75
485,0.77,0.71,-0.76,-21.61,-50.96,-17.64
486,0.82,0.64,-0.68,-27.47,-103.21,-45.41
487,0.87,0.62,-0.58,-32.04,-160.95,-77.82
488,0.93,0.6,-0.52,-44.74,-219.85,-110.6
